code,name,date,nums,nlast,count,clast,amount,ratio,year,quarter
000778,新兴铸管,2003-06-30,8,7,1813.05,1525.36,19816.61,0.50,2003,2
000727,华东科技,2003-06-30,1,-1,40.21,-261.79,259.33,0.02,2003,2
000717,*ST韶钢,2003-06-30,10,3,2516.22,-149.03,30501.25,1.04,2003,2
000709,河钢股份,2003-06-30,8,6,1593.26,96.99,7755.60,0.15,2003,2
000700,模塑科技,2003-06-30,4,3,853.49,604.89,5172.16,1.22,2003,2
000688,建新矿业,2003-06-30,1,0,80.41,-9.03,597.45,0.07,2003,2
000680,山推股份,2003-06-30,22,21,4922.74,4203.32,48744.72,4.66,2003,2
000659,珠海中富,2003-06-30,15,14,2049.73,1925.12,14903.31,1.59,2003,2
000651,格力电器,2003-06-30,4,3,763.84,710.28,6298.31,0.13,2003,2
000636,风华高科,2003-06-30,7,5,1134.84,926.48,8483.04,1.40,2003,2
000629,*ST钒钛,2003-06-30,6,4,753.87,-118.84,5042.84,0.16,2003,2
000625,长安汽车,2003-06-30,6,4,1458.95,324.01,24389.66,0.39,2003,2
000619,海螺型材,2003-06-30,1,0,161.57,-472.69,1555.92,0.45,2003,2
000612,焦作万方,2003-06-30,2,1,285.59,153.12,1527.91,0.29,2003,2
000581,威孚高科,2003-06-30,37,31,6711.17,3904.82,75930.18,8.02,2003,2
000559,万向钱潮,2003-06-30,10,9,1101.24,912.61,9306.81,0.48,2003,2
000550,江铃汽车,2003-06-30,17,15,2443.43,2158.12,26504.43,4.72,2003,2
000542,TCL通讯,2003-06-30,10,5,1888.70,767.61,30376.01,23.19,2003,2
000541,佛山照明,2003-06-30,19,17,2118.85,1625.42,23465.49,2.15,2003,2
000527,美的电器,2003-06-30,3,2,296.96,-206.48,1930.23,0.09,2003,2
000520,长航凤凰,2003-06-30,10,9,1526.16,1392.23,8865.27,1.51,2003,2
000513,丽珠集团,2003-06-30,16,15,2323.08,2041.51,21131.13,9.85,2003,2
000503,海虹控股,2003-06-30,11,9,386.19,36.41,6811.60,0.43,2003,2
000488,晨鸣纸业,2003-06-30,5,4,3210.79,2159.77,32167.73,2.88,2003,2
000157,中联重科,2003-06-30,13,8,2985.83,669.73,32521.74,0.48,2003,2
000089,深圳机场,2003-06-30,11,3,5882.22,-819.43,50209.71,2.87,2003,2
000088,盐田港,2003-06-30,42,25,6761.17,2914.21,136260.69,3.48,2003,2
000069,华侨城A,2003-06-30,1,0,112.96,-188.97,961.29,0.02,2003,2
000068,华控赛格,2003-06-30,10,8,1055.30,588.01,7302.65,1.18,2003,2
000063,中兴通讯,2003-06-30,31,22,5489.40,3099.31,95278.64,1.60,2003,2
000039,中集集团,2003-06-30,12,10,2158.51,1587.68,34142.87,1.71,2003,2
000027,深圳能源,2003-06-30,29,27,9338.03,8504.66,75444.05,2.36,2003,2
000022,深赤湾A,2003-06-30,17,16,1144.55,1050.51,17538.58,2.46,2003,2
000021,深科技,2003-06-30,6,4,410.01,-581.70,5582.35,0.28,2003,2
000016,深康佳A,2003-06-30,14,13,1612.98,1446.27,13274.81,1.01,2003,2
000009,中国宝安,2003-06-30,1,0,0.02,-129.94,0.11,0.00,2003,2
000002,万科A,2003-06-30,16,10,5208.26,3841.65,30160.82,0.54,2003,2
000001,平安银行,2003-06-30,7,3,600.09,-600.27,6663.92,0.04,2003,2
600887,伊利股份,2003-09-30,14,-8,4614.94,2164.62,51918.13,0.76,2003,3
600886,国投电力,2003-09-30,1,-2,778.64,-165.79,8495.01,0.11,2003,3
600879,航天电子,2003-09-30,1,-4,1440.23,-601.04,12472.40,1.81,2003,3
600863,内蒙华电,2003-09-30,1,-4,2696.26,-819.73,15099.05,0.46,2003,3
600851,海欣股份,2003-09-30,2,-4,3274.67,-281.07,40213.00,4.44,2003,3
600839,四川长虹,2003-09-30,1,-2,275.04,-180.80,1903.27,0.06,2003,3
600835,上海机电,2003-09-30,2,-6,2522.07,-1055.51,25119.83,3.13,2003,3
600832,东方明珠,2003-09-30,1,-5,210.06,-42.05,2831.66,0.07,2003,3
600827,百联股份,2003-09-30,1,-3,1337.18,-501.44,14642.12,0.87,2003,3
600825,新华传媒,2003-09-30,1,-16,373.52,-1109.92,3959.30,0.36,2003,3
600812,华北制药,2003-09-30,1,-29,205.20,-8756.79,1112.20,0.15,2003,3
600808,马钢股份,2003-09-30,3,-15,3100.62,-3580.31,11193.24,0.52,2003,3
600795,国电电力,2003-09-30,12,-19,6699.30,-2166.61,62638.46,0.34,2003,3
600780,通宝能源,2003-09-30,4,-1,3475.18,-600.76,21685.10,3.03,2003,3
600744,华银电力,2003-09-30,1,-4,851.02,120.78,4246.60,1.03,2003,3
600726,华电能源,2003-09-30,1,-10,73.68,-1435.26,447.25,0.05,2003,3
600718,东软集团,2003-09-30,1,-8,74.14,-553.45,880.03,0.06,2003,3
600717,天津港,2003-09-30,9,-10,2908.88,-228.43,36506.47,1.74,2003,3
600710,*ST常林,2003-09-30,2,-14,651.94,-1848.50,5111.17,1.02,2003,3
600707,彩虹股份,2003-09-30,1,-6,181.46,-1021.21,1451.68,0.25,2003,3
600694,大商股份,2003-09-30,2,-19,257.20,-2717.23,2186.24,0.88,2003,3
600688,上海石化,2003-09-30,2,-19,2280.19,-5803.11,8505.13,0.31,2003,3
600686,金龙汽车,2003-09-30,1,-14,194.38,-926.11,1982.71,0.44,2003,3
600664,哈药股份,2003-09-30,2,0,299.99,129.40,4412.83,0.12,2003,3
600660,福耀玻璃,2003-09-30,11,4,2527.59,1797.66,29067.30,1.26,2003,3
600643,爱建集团,2003-09-30,1,-5,854.87,-572.52,7779.35,0.60,2003,3
600642,申能股份,2003-09-30,16,-29,5397.39,-5285.68,62231.89,1.19,2003,3
600637,东方明珠,2003-09-30,1,-6,116.60,-897.77,1257.00,0.05,2003,3
600635,大众公用,2003-09-30,2,-6,1051.32,-354.64,7485.39,0.43,2003,3
600609,金杯汽车,2003-09-30,3,-25,3318.71,-5240.67,23695.56,3.04,2003,3
600602,云赛智联,2003-09-30,1,-3,212.91,-97.53,1914.02,0.24,2003,3
600600,青岛啤酒,2003-09-30,6,-18,2327.85,-1456.70,20694.58,3.35,2003,3
600598,北大荒,2003-09-30,3,-10,2204.26,-2646.74,12454.07,1.24,2003,3
600597,光明乳业,2003-09-30,4,-19,2048.20,-1444.56,23185.66,1.67,2003,3
600591,*ST上航,2003-09-30,1,0,156.22,134.55,1199.76,0.14,2003,3
600585,海螺水泥,2003-09-30,8,-28,3985.26,-6059.12,32519.70,1.00,2003,3
600584,长电科技,2003-09-30,1,-23,216.99,-862.18,2371.70,0.22,2003,3
600583,海油工程,2003-09-30,2,-20,48.87,-2601.73,696.83,0.01,2003,3
600529,山东药玻,2003-09-30,1,-8,98.51,-607.35,1187.06,0.38,2003,3
600526,菲达环保,2003-09-30,1,-1,93.54,-6.30,1288.98,0.23,2003,3
600460,士兰微,2003-09-30,1,-9,98.16,-372.10,1695.14,0.08,2003,3
600456,宝钛股份,2003-09-30,1,-1,98.49,-6.34,1042.07,0.23,2003,3
600418,江淮汽车,2003-09-30,2,-22,1198.14,-2117.42,14138.08,1.18,2003,3
600386,北巴传媒,2003-09-30,3,-4,1069.83,-192.05,12249.60,2.65,2003,3
600375,*ST星马,2003-09-30,1,-22,238.11,-758.94,4262.12,0.43,2003,3
600367,红星发展,2003-09-30,2,-10,607.03,-435.25,8146.31,2.08,2003,3
600362,江西铜业,2003-09-30,1,-6,373.65,-1225.32,1868.23,0.18,2003,3
600350,山东高速,2003-09-30,1,-14,2765.24,-4048.50,12250.02,0.57,2003,3
600309,万华化学,2003-09-30,7,-11,2946.73,-439.69,38189.59,1.36,2003,3
600308,华泰股份,2003-09-30,4,-15,506.48,-2648.94,5221.77,0.43,2003,3
600307,酒钢宏兴,2003-09-30,6,-4,4675.94,2400.87,30954.71,0.75,2003,3
600303,曙光股份,2003-09-30,2,-10,254.35,-709.85,2434.13,0.44,2003,3
600270,外运发展,2003-09-30,14,-15,5637.78,792.46,75038.88,6.23,2003,3
600269,赣粤高速,2003-09-30,2,-11,1008.21,-1098.06,9759.44,0.43,2003,3
600267,海正药业,2003-09-30,1,-5,197.32,-200.22,2421.15,0.20,2003,3
600236,桂冠电力,2003-09-30,1,-17,58.59,-2402.42,531.98,0.02,2003,3
600207,安彩高科,2003-09-30,2,-9,570.96,-890.73,4961.68,0.83,2003,3
600205,S山东铝,2003-09-30,4,-23,1213.37,-2013.95,12995.14,6.32,2003,3
600183,生益科技,2003-09-30,5,-19,1699.80,-3381.12,14193.32,1.18,2003,3
600178,东安动力,2003-09-30,1,-4,952.21,-407.15,6560.75,2.06,2003,3
600177,雅戈尔,2003-09-30,1,-18,110.00,-2100.04,1012.00,0.05,2003,3
600166,福田汽车,2003-09-30,12,-15,3362.28,-228.99,45558.89,0.50,2003,3
600161,天坛生物,2003-09-30,1,-1,155.73,-90.85,1537.03,0.30,2003,3
600153,建发股份,2003-09-30,1,-1,163.96,-73.60,1393.69,0.06,2003,3
600126,杭钢股份,2003-09-30,1,-8,111.81,-1373.97,829.64,0.13,2003,3
600104,上汽集团,2003-09-30,52,-5,27669.49,3330.81,323456.38,2.51,2003,3
600100,同方股份,2003-09-30,1,-2,154.83,-75.47,2539.25,0.07,2003,3
600085,同仁堂,2003-09-30,15,-22,3627.26,-1749.14,72907.86,2.64,2003,3
600066,宇通客车,2003-09-30,2,-21,1069.37,-1457.48,12019.73,0.56,2003,3
600050,中国联通,2003-09-30,42,-14,111105.98,-995.43,344428.54,5.24,2003,3
600037,歌华有线,2003-09-30,5,-18,1169.02,-948.74,21463.24,1.00,2003,3
600036,招商银行,2003-09-30,38,-23,28842.26,-8884.54,270540.42,1.40,2003,3
600031,三一重工,2003-09-30,12,-57,1366.65,1100.65,32758.50,0.18,2003,3
600030,中信证券,2003-09-30,3,-8,754.52,-429.65,5455.18,0.08,2003,3
600028,中国石化,2003-09-30,21,-20,28674.08,-3981.99,98638.84,0.30,2003,3
600026,中远海能,2003-09-30,3,-4,1764.28,1127.88,10744.46,0.64,2003,3
600019,宝钢股份,2003-09-30,53,-6,69128.79,4826.40,362926.13,4.21,2003,3
600018,上港集团,2003-09-30,27,-18,10858.04,-1246.24,130296.51,0.48,2003,3
600016,民生银行,2003-09-30,2,-13,602.17,-2170.50,4907.65,0.02,2003,3
600011,华能国际,2003-09-30,27,-24,11578.36,-3440.18,168812.54,1.10,2003,3
600009,上海机场,2003-09-30,39,-13,20546.41,1487.60,216559.17,18.79,2003,3
600008,首创股份,2003-09-30,2,-11,503.72,-1867.09,4956.57,0.10,2003,3
600004,白云机场,2003-09-30,6,-14,1804.89,-1718.12,15431.78,1.57,2003,3
600002,齐鲁石化,2003-09-30,1,-17,877.60,-2907.19,4581.05,2.51,2003,3
600000,浦发银行,2003-09-30,12,-37,6944.92,-9055.27,66185.06,0.34,2003,3
000989,九芝堂,2003-09-30,2,1,166.85,68.67,1399.84,0.52,2003,3
000983,西山煤电,2003-09-30,2,-14,1770.75,-2482.54,11952.53,0.56,2003,3
000956,中原油气,2003-09-30,3,-5,1911.68,-34.44,18447.71,7.50,2003,3
000939,凯迪生态,2003-09-30,3,-6,1343.78,-990.74,16192.57,1.26,2003,3
000927,一汽夏利,2003-09-30,6,-20,2675.14,-3841.82,24370.54,1.68,2003,3
000898,鞍钢股份,2003-09-30,10,-12,14024.91,141.43,55819.14,2.28,2003,3
000895,双汇发展,2003-09-30,7,-17,2932.77,-2208.46,37480.82,0.89,2003,3
000876,新希望,2003-09-30,3,-10,1386.33,-670.29,11922.44,0.40,2003,3
000868,安凯客车,2003-09-30,1,-4,239.73,-424.00,1402.40,0.34,2003,3
000866,扬子石化,2003-09-30,10,-11,6653.39,1708.99,46839.88,19.01,2003,3
000858,五粮液,2003-09-30,1,-7,171.86,-1081.17,1615.46,0.05,2003,3
000839,中信国安,2003-09-30,2,-5,442.16,-724.34,6504.15,0.11,2003,3
000825,太钢不锈,2003-09-30,4,-4,6888.16,4929.04,28172.57,1.21,2003,3
000817,辽河油田,2003-09-30,1,-10,546.04,-1668.57,4389.60,2.73,2003,3
000800,一汽轿车,2003-09-30,14,-23,6534.85,-4230.80,59009.71,4.63,2003,3
000792,盐湖股份,2003-09-30,1,-6,1106.28,-2020.07,8031.58,0.60,2003,3
000786,华融现金增利货币B,2003-09-30,1,-1,1744.16,-100.00,8808.03,0.00,2003,3
000786,北新建材,2003-09-30,1,-1,1744.16,-100.00,8808.03,1.27,2003,3
000778,新兴铸管,2003-09-30,2,-6,974.07,-838.97,8786.14,0.27,2003,3
000767,漳泽电力,2003-09-30,2,-10,493.32,-1111.64,4602.70,0.22,2003,3
000758,中色股份,2003-09-30,1,-2,677.44,-163.87,3976.57,0.34,2003,3
000717,*ST韶钢,2003-09-30,2,-8,2030.19,-486.03,13784.99,0.84,2003,3
000680,山推股份,2003-09-30,6,-16,3218.01,-1704.73,26741.65,3.04,2003,3
000659,珠海中富,2003-09-30,1,-14,659.06,-1390.67,4587.03,0.51,2003,3
000651,格力电器,2003-09-30,1,-3,154.48,-609.36,1186.42,0.03,2003,3
000630,铜陵有色,2003-09-30,3,-10,458.91,-1870.04,3166.48,0.05,2003,3
000629,*ST钒钛,2003-09-30,3,-3,408.49,-345.39,2463.17,0.09,2003,3
000625,长安汽车,2003-09-30,3,-3,1040.31,-418.64,14730.81,0.28,2003,3
000601,韶能股份,2003-09-30,2,-13,1256.84,-1315.69,9702.80,1.16,2003,3
000581,威孚高科,2003-09-30,13,-24,4044.22,-2666.95,43677.57,4.83,2003,3
000550,江铃汽车,2003-09-30,8,-9,2735.34,291.92,28994.64,5.29,2003,3
000543,皖能电力,2003-09-30,1,-6,231.71,-626.17,1533.90,0.13,2003,3
000542,TCL通讯,2003-09-30,2,-8,862.24,-1026.46,15727.17,10.59,2003,3
000541,佛山照明,2003-09-30,2,-17,199.68,-1919.17,2160.54,0.20,2003,3
000503,海虹控股,2003-09-30,1,-10,63.97,-322.22,1043.23,0.07,2003,3
000488,晨鸣纸业,2003-09-30,2,-3,2981.53,-229.26,27042.51,2.68,2003,3
000401,冀东水泥,2003-09-30,1,-1,39.00,-341.70,190.32,0.03,2003,3
000400,许继电气,2003-09-30,2,-15,732.40,-1214.07,6723.44,0.99,2003,3
000157,中联重科,2003-09-30,4,-9,1964.76,-1021.07,20060.24,0.31,2003,3
000089,深圳机场,2003-09-30,6,-5,1847.12,-4035.10,17547.60,0.90,2003,3
000088,盐田港,2003-09-30,25,-17,5963.46,-797.71,121595.03,3.07,2003,3
000068,华控赛格,2003-09-30,2,-8,363.46,-691.83,2482.45,0.41,2003,3
000063,中兴通讯,2003-09-30,21,-10,5883.18,393.78,107250.32,1.72,2003,3
000039,中集集团,2003-09-30,5,-7,1917.12,-241.39,29926.25,1.52,2003,3
000037,*ST南电A,2003-09-30,1,-6,77.08,-442.30,1024.37,0.23,2003,3
000027,深圳能源,2003-09-30,9,-20,6143.44,-3194.60,46690.11,1.55,2003,3
000024,招商地产,2003-09-30,4,-9,891.45,-771.36,9217.58,0.87,2003,3
000022,深赤湾A,2003-09-30,3,-14,322.50,-822.05,5147.12,0.69,2003,3
000021,深科技,2003-09-30,1,-5,71.00,-339.01,839.20,0.05,2003,3
000002,万科A,2003-09-30,7,-9,4693.55,-514.71,27504.20,0.48,2003,3
600887,伊利股份,2003-12-31,35,21,6272.38,1657.44,74266.26,1.04,2003,4
600886,国投电力,2003-12-31,6,5,1062.89,284.25,16890.33,0.16,2003,4
600879,航天电子,2003-12-31,2,1,864.29,-575.94,8824.44,1.08,2003,4
600863,内蒙华电,2003-12-31,4,3,3101.06,404.80,20840.52,0.53,2003,4
600851,海欣股份,2003-12-31,7,5,3589.28,314.61,45942.79,4.86,2003,4
600839,四川长虹,2003-12-31,5,4,1324.63,1049.59,8954.51,0.29,2003,4
600835,上海机电,2003-12-31,13,11,2719.36,197.29,25652.40,3.37,2003,4
600832,东方明珠,2003-12-31,6,5,387.69,177.63,5629.31,0.12,2003,4
600827,百联股份,2003-12-31,6,5,1638.06,300.88,17150.45,1.06,2003,4
600825,新华传媒,2003-12-31,18,17,1117.21,743.70,11035.67,1.07,2003,4
600812,华北制药,2003-12-31,13,12,1803.50,1598.29,9067.73,1.31,2003,4
600808,马钢股份,2003-12-31,16,13,9191.94,6091.32,43426.52,1.54,2003,4
600795,国电电力,2003-12-31,52,40,12590.04,5890.74,148789.59,0.64,2003,4
600780,通宝能源,2003-12-31,8,4,4851.18,1376.01,42223.88,4.23,2003,4
600775,南京熊猫,2003-12-31,2,1,2.13,-145.20,17.50,0.00,2003,4
600744,华银电力,2003-12-31,3,2,275.45,-575.57,1614.16,0.33,2003,4
600726,华电能源,2003-12-31,13,12,1772.16,1698.48,12597.17,1.15,2003,4
600718,东软集团,2003-12-31,5,4,82.97,8.84,851.53,0.07,2003,4
600717,天津港,2003-12-31,29,20,5111.36,2202.48,64041.89,3.05,2003,4
600710,*ST常林,2003-12-31,15,13,2463.48,1811.55,22474.63,3.85,2003,4
600707,彩虹股份,2003-12-31,6,5,829.79,648.33,7367.24,1.13,2003,4
600694,大商股份,2003-12-31,20,18,2647.64,2390.43,18658.13,9.01,2003,4
600688,上海石化,2003-12-31,47,45,18652.79,16372.60,109438.10,2.55,2003,4
600686,金龙汽车,2003-12-31,8,7,1002.68,808.30,9214.64,2.27,2003,4
600664,哈药股份,2003-12-31,2,0,142.46,-157.53,1746.56,0.06,2003,4
600660,福耀玻璃,2003-12-31,37,26,6397.10,3869.51,100524.74,3.19,2003,4
600643,爱建集团,2003-12-31,3,2,295.09,-559.78,2906.66,0.21,2003,4
600642,申能股份,2003-12-31,58,42,12271.71,6874.32,176039.70,2.70,2003,4
600637,东方明珠,2003-12-31,5,4,240.13,123.52,2487.75,0.11,2003,4
600635,大众公用,2003-12-31,10,8,2537.95,1486.63,16989.81,1.05,2003,4
600609,金杯汽车,2003-12-31,7,4,950.62,-2368.08,5663.76,0.87,2003,4
600602,云赛智联,2003-12-31,7,6,866.42,653.51,9082.09,0.99,2003,4
600600,青岛啤酒,2003-12-31,25,19,4796.36,2468.51,44346.25,6.89,2003,4
600598,北大荒,2003-12-31,15,12,4336.54,2132.28,29188.32,2.44,2003,4
600597,光明乳业,2003-12-31,26,22,3665.28,1617.07,42770.20,2.99,2003,4
600591,*ST上航,2003-12-31,23,22,3699.45,3543.23,34188.63,3.42,2003,4
600585,海螺水泥,2003-12-31,44,36,9140.68,5155.42,104597.83,2.29,2003,4
600584,长电科技,2003-12-31,8,7,655.07,438.08,5895.88,0.67,2003,4
600583,海油工程,2003-12-31,25,23,3425.85,3376.99,49743.33,0.77,2003,4
600547,山东黄金,2003-12-31,22,19,1670.37,1126.60,27864.65,1.17,2003,4
600529,山东药玻,2003-12-31,10,9,1175.67,1077.16,13836.27,4.57,2003,4
600526,菲达环保,2003-12-31,2,1,80.05,-13.49,1238.42,0.20,2003,4
600517,置信电气,2003-12-31,1,0,0.10,0.00,1.12,0.00,2003,4
600507,方大特钢,2003-12-31,2,1,72.06,71.96,677.37,0.05,2003,4
600478,科力远,2003-12-31,1,0,0.60,0.50,4.81,0.00,2003,4
600460,士兰微,2003-12-31,14,13,755.95,657.80,14681.28,0.61,2003,4
600456,宝钛股份,2003-12-31,9,8,353.32,254.83,4009.60,0.82,2003,4
600418,江淮汽车,2003-12-31,24,22,3815.10,2616.96,55688.00,3.75,2003,4
600406,国电南瑞,2003-12-31,10,8,558.19,555.89,9273.94,0.25,2003,4
600386,北巴传媒,2003-12-31,11,8,2179.16,1109.32,23602.44,5.40,2003,4
600375,*ST星马,2003-12-31,8,7,704.53,466.42,12492.19,1.27,2003,4
600367,红星发展,2003-12-31,14,12,1631.07,1024.04,21424.38,5.60,2003,4
600362,江西铜业,2003-12-31,31,30,6542.20,6168.55,51269.50,3.15,2003,4
600352,浙江龙盛,2003-12-31,21,18,2139.09,1459.56,25133.98,0.70,2003,4
600350,山东高速,2003-12-31,16,15,4761.83,1996.59,23853.31,0.99,2003,4
600309,万华化学,2003-12-31,17,10,3875.45,928.72,52630.72,1.79,2003,4
600308,华泰股份,2003-12-31,23,19,2995.75,2489.27,34955.07,2.57,2003,4
600307,酒钢宏兴,2003-12-31,20,14,3642.64,-1033.30,29942.52,0.58,2003,4
600303,曙光股份,2003-12-31,8,6,726.01,471.66,7857.07,1.26,2003,4
600271,航天信息,2003-12-31,4,3,135.84,30.75,4675.52,0.07,2003,4
600270,外运发展,2003-12-31,40,26,7932.39,2294.61,128833.55,8.76,2003,4
600269,赣粤高速,2003-12-31,6,4,1027.08,18.88,10447.80,0.44,2003,4
600267,海正药业,2003-12-31,10,9,1260.73,1063.40,17776.24,1.31,2003,4
600236,桂冠电力,2003-12-31,9,8,879.50,820.91,9819.23,0.24,2003,4
600207,安彩高科,2003-12-31,12,10,1387.23,816.27,12154.74,2.01,2003,4
600205,S山东铝,2003-12-31,37,33,4610.90,3397.53,82184.07,24.02,2003,4
600183,生益科技,2003-12-31,31,26,5092.93,3393.13,41448.04,3.53,2003,4
600178,东安动力,2003-12-31,1,0,626.43,-325.78,3814.95,1.36,2003,4
600177,雅戈尔,2003-12-31,10,9,1518.37,1408.37,13806.83,0.68,2003,4
600166,福田汽车,2003-12-31,34,22,6601.97,3239.69,72368.15,0.99,2003,4
600161,天坛生物,2003-12-31,1,0,39.74,-115.99,410.12,0.08,2003,4
600153,建发股份,2003-12-31,7,6,655.05,491.08,5301.69,0.23,2003,4
600126,杭钢股份,2003-12-31,6,5,543.01,431.20,4886.88,0.65,2003,4
600104,上汽集团,2003-12-31,77,25,33909.36,6239.87,469756.92,3.08,2003,4
600100,同方股份,2003-12-31,6,5,371.73,216.90,5349.52,0.17,2003,4
600085,同仁堂,2003-12-31,45,30,4160.38,533.12,71558.46,3.03,2003,4
600066,宇通客车,2003-12-31,15,13,2052.68,983.31,28080.86,1.08,2003,4
600050,中国联通,2003-12-31,78,36,156856.26,45750.28,621533.26,7.40,2003,4
600037,歌华有线,2003-12-31,25,20,2793.67,1624.65,48588.69,2.39,2003,4
600036,招商银行,2003-12-31,63,25,37954.14,9111.88,411651.90,1.84,2003,4
600031,三一重工,2003-12-31,26,14,2290.19,923.55,56987.42,0.30,2003,4
600030,中信证券,2003-12-31,7,4,853.52,99.00,6710.70,0.09,2003,4
600029,南方航空,2003-12-31,51,34,42296.62,26798.25,210510.83,6.02,2003,4
600028,中国石化,2003-12-31,63,42,62071.03,33396.95,308901.96,0.65,2003,4
600026,中远海能,2003-12-31,39,36,13013.24,11248.96,111741.94,4.76,2003,4
600020,中原高速,2003-12-31,28,21,5460.89,3109.05,39934.18,2.43,2003,4
600019,宝钢股份,2003-12-31,74,21,57165.64,-11963.14,407144.57,3.48,2003,4
600018,上港集团,2003-12-31,54,27,15332.32,4474.28,218933.92,0.67,2003,4
600016,民生银行,2003-12-31,24,22,6334.93,5732.76,60225.41,0.21,2003,4
600015,华夏银行,2003-12-31,16,13,3131.37,2681.50,24074.68,0.29,2003,4
600011,华能国际,2003-12-31,56,29,14779.68,3201.31,259817.38,1.41,2003,4
600009,上海机场,2003-12-31,68,29,34764.00,14217.59,345699.76,31.79,2003,4
600008,首创股份,2003-12-31,18,16,2466.31,1962.60,28684.62,0.51,2003,4
600004,白云机场,2003-12-31,18,12,2963.02,1158.13,26456.86,2.58,2003,4
600002,齐鲁石化,2003-12-31,41,40,13830.27,12952.67,99745.86,39.52,2003,4
600000,浦发银行,2003-12-31,40,28,11993.61,5048.69,125610.03,0.58,2003,4
000989,九芝堂,2003-12-31,3,1,223.25,56.41,1850.90,0.69,2003,4
000983,西山煤电,2003-12-31,28,26,5886.13,4115.38,57433.04,1.87,2003,4
000956,中原油气,2003-12-31,18,15,3680.13,1768.45,42764.98,14.43,2003,4
000939,凯迪生态,2003-12-31,15,12,2614.59,1270.81,33456.30,2.46,2003,4
000927,一汽夏利,2003-12-31,24,18,6711.68,4036.53,59626.09,4.21,2003,4
000898,鞍钢股份,2003-12-31,38,28,16203.98,2179.07,90429.11,2.64,2003,4
000895,双汇发展,2003-12-31,24,17,5073.03,2140.26,80911.89,1.54,2003,4
000876,新希望,2003-12-31,8,5,1634.05,247.72,14564.88,0.47,2003,4
000868,安凯客车,2003-12-31,3,2,535.91,296.19,2708.15,0.77,2003,4
000866,扬子石化,2003-12-31,34,24,11753.46,5100.07,127935.72,33.58,2003,4
000858,五粮液,2003-12-31,31,30,5992.51,5820.65,67243.95,1.58,2003,4
000839,中信国安,2003-12-31,7,5,503.66,61.50,6890.08,0.13,2003,4
000825,太钢不锈,2003-12-31,19,15,11191.39,4303.23,57935.61,1.96,2003,4
000817,辽河油田,2003-12-31,11,10,1690.53,1144.49,17059.04,8.45,2003,4
000800,一汽轿车,2003-12-31,52,38,13852.31,7317.46,142379.70,9.81,2003,4
000792,盐湖股份,2003-12-31,13,12,2805.02,1698.74,25305.27,1.53,2003,4
000786,华融现金增利货币B,2003-12-31,1,0,42.52,-1701.64,199.84,0.00,2003,4
000786,北新建材,2003-12-31,1,0,42.52,-1701.64,199.84,0.03,2003,4
000778,新兴铸管,2003-12-31,23,21,4322.90,3348.83,49090.17,1.19,2003,4
000767,漳泽电力,2003-12-31,9,7,899.38,406.06,9080.17,0.40,2003,4
000758,中色股份,2003-12-31,6,5,2146.05,1468.61,14271.22,1.09,2003,4
000717,*ST韶钢,2003-12-31,7,5,1849.46,-180.73,20014.02,0.76,2003,4
000680,山推股份,2003-12-31,13,7,3211.76,-6.25,30590.79,3.04,2003,4
000659,珠海中富,2003-12-31,11,10,1396.25,737.19,8963.49,1.09,2003,4
000651,格力电器,2003-12-31,10,9,1784.18,1629.70,15931.28,0.30,2003,4
000630,铜陵有色,2003-12-31,30,27,6445.98,5987.07,57317.73,0.67,2003,4
000629,*ST钒钛,2003-12-31,19,16,3458.62,3050.14,25553.25,0.73,2003,4
000625,长安汽车,2003-12-31,14,11,2352.33,1312.01,35704.94,0.63,2003,4
000601,韶能股份,2003-12-31,5,3,645.72,-611.12,5737.31,0.60,2003,4
000581,威孚高科,2003-12-31,40,27,7157.51,3113.29,81909.90,8.56,2003,4
000550,江铃汽车,2003-12-31,24,16,4370.83,1635.49,46161.41,8.45,2003,4
000543,皖能电力,2003-12-31,5,4,748.31,516.60,5887.93,0.42,2003,4
000542,TCL通讯,2003-12-31,8,6,1323.26,461.03,32562.06,16.25,2003,4
000541,佛山照明,2003-12-31,16,14,2877.86,2678.18,34386.13,2.93,2003,4
000503,海虹控股,2003-12-31,3,2,88.19,24.23,1339.65,0.10,2003,4
000488,晨鸣纸业,2003-12-31,8,6,2878.32,-103.21,29048.23,2.59,2003,4
000401,冀东水泥,2003-12-31,3,2,252.12,213.12,1421.94,0.19,2003,4
