code,name,concept
000932,华菱钢铁,['QFII重仓' '重组概念' '外资背景' '低碳经济' '长株潭']
000933,*ST神火,['融资融券' '参股金融' '业绩预降' 'ST板块' '稀缺资源']
000935,四川双马,['参股金融' '成渝特区' '外资背景']
000936,华西股份,['参股金融' '新三板' '业绩预降' '金融参股']
000937,冀中能源,['融资融券' '稀缺资源']
000938,紫光股份,['高校背景' '机器人概念' '3D打印' '智能机器' 'IPV6概念' '创投概念' '新三板' '云计算' '分拆上市']
000939,凯迪生态,['QFII重仓' '固废处理' '节能环保' '循环经济' '参股金融' '武汉规划' '生物燃料' '生物质能']
000948,南天信息,['参股金融' '创投概念' '电子支付']
000949,新乡化纤,['聚氨酯']
000950,*ST建峰,['重组概念' '成渝特区' '业绩预降' 'ST板块']
000951,中国重汽,['业绩预升' '整体上市']
000952,广济药业,['生物疫苗' '维生素']
000953,河池化工,['金融参股']
000957,中通客车,['信托重仓' '业绩预升']
000958,东方能源,['太阳能' '风能']
000959,首钢股份,['太阳能' '重组概念']
000960,锡业股份,['融资融券' '信托重仓' '重组概念' '保险重仓' '稀缺资源']
000961,中南建设,['股权激励' '新三板']
000962,*ST东钽,['太阳能' '超导概念' '陕甘宁' '锂电池' '业绩预降' 'ST板块' '稀缺资源']
000963,华东医药,['基金重仓' '社保重仓' '参股金融' '保险重仓']
000965,天保基建,['天津自贸' '京津冀']
000966,长源电力,['武汉规划' '生物质能' '创投概念' '风能']
000967,盈峰环境,['重组概念' '铁路基建' '核电核能']
000968,*ST煤气,['融资融券' '页岩气' 'ST板块']
000969,安泰科技,"['融资融券' '新能源' '国企改革' '3D打印' '锂电池' '稀土永磁' '保险重仓' '业绩预降' '特斯拉' '蓝宝石' '低碳经济'
 '核电核能']"
000970,中科三环,['融资融券' '风能概念' '稀土永磁' '节能' '业绩预降' '特斯拉' '风能' '低碳经济']
000971,高升控股,['重组概念' '博彩概念' '参股金融' '云计算']
000973,佛塑科技,['太阳能' '聚氨酯' '锂电池' '新三板' '节能' '特斯拉' '低碳经济']
000975,银泰资源,['黄金概念' '新能源' '业绩预升']
000976,春晖股份,['准ST股' '铁路基建']
000977,浪潮信息,['军工航天' '国产软件' '云计算']
000979,中弘股份,['赛马概念' '网络游戏' '土地流转' '涉矿概念' '皖江区域' '金融参股']
000980,金马股份,['业绩预升' '皖江区域']
000981,银亿股份,['重组概念' '博彩概念']
000982,中银绒业,['信托重仓' '陕甘宁' '丝绸之路']
000983,西山煤电,['融资融券' '保障房' '保险重仓']
000987,越秀金控,['重组概念' '内贸规划' '新三板' '奢侈品']
000988,华工科技,['高校背景' '武汉规划' '3D打印' '创投概念' '汽车电子' '业绩预降' '特斯拉' '物联网' '金融参股' '分拆上市']
000989,九 芝 堂,['重组概念' '参股金融' '业绩预升' '长株潭']
000990,诚志股份,['高校背景' '民营医院' '金融参股' '分拆上市']
000993,闽东电力,['风能概念' '信托重仓' '参股金融' '稀土永磁' '风能' '海峡西岸' '稀缺资源' '核电核能']
000995,*ST皇台,['陕甘宁' 'ST板块']
000996,中国中期,['参股金融' '股期概念' '金融参股']
000997,新 大 陆,['食品安全' '参股金融' '创投概念' '电子支付' '新三板' '物联网' '海峡西岸']
000998,隆平高科,['QFII重仓' '农村金融' '生物育种' '参股金融' '生态农业' '创投概念' '长株潭']
000999,华润三九,['信托重仓' '基金重仓' '社保重仓' '民营医院' '抗流感' '抗癌' '保险重仓']
001696,宗申动力,['参股金融' '成渝特区']
001896,豫能控股,['重组概念']
001979,招商蛇口,['次新股']
002001,新 和 成,['融资融券' '基金重仓' '维生素' '创投概念']
002002,鸿达兴业,['业绩预升']
002003,伟星股份,['股权激励' '券商重仓']
002004,华邦健康,['股权激励' '民营医院' '成渝特区' '抗癌' '新三板']
002005,德豪润达,['信托重仓' 'O2O模式' '粤港澳' '绿色照明' '业绩预降']
002006,精功科技,['太阳能' '碳纤维' '重组概念' '新能源' '多晶硅' '蓝宝石' '云计算']
002007,华兰生物,['基因芯片' '生物疫苗' '融资融券' '超级细菌' '股权激励' '抗流感' '甲型流感' '基因概念' '保险重仓']
002008,大族激光,['太阳能' '融资融券' '股权激励' '3D打印' '创投概念' '新三板' '苹果概念' '分拆上市']
002009,天奇股份,['风能概念' '循环经济' '新能源' '机器人概念' '智能机器' '业绩预升' '新三板' '风能' '低碳经济']
002010,传化智联,['农村金融' '重组概念' '新三板' '分拆上市']
002011,盾安环境,['股权激励' '多晶硅' '地热能' '节能' '铁路基建' '低碳经济' '核电核能']
002012,凯恩股份,['农村金融' '参股金融' '锂电池' '新三板']
002013,中航机电,['信托重仓' '军工航天']
002014,永新股份,['股权激励' '聚氨酯' '婴童概念']
002015,霞客环保,['固废处理' '节能环保' '重组概念' '循环经济']
002016,世荣兆业,['土地流转' '业绩预升' '粤港澳']
002017,东信和平,['电商概念' '电子支付' '粤港澳' '物联网']
002018,华信国际,['业绩预升' '草甘膦' '皖江区域']
002019,亿帆医药,['太阳能' '碳纤维' '维生素' '业绩预降']
002020,京新药业,['业绩预升']
002021,中捷资源,['涉矿概念' '页岩气' '参股金融' '业绩预升' '金融参股']
002022,科华生物,['生物疫苗' '抗流感' '基因概念' '券商重仓' '保险重仓' '基因测序']
002023,海特高新,['参股金融' '军工航天' '成渝特区' '业绩预升']
002024,苏宁云商,"['互联金融' '融资融券' 'QFII重仓' '基金重仓' '社保重仓' 'O2O模式' '阿里概念' '沿海发展' '内贸规划' '业绩预降'
 '民营银行' '苹果概念']"
002025,航天电器,['军工航天' '卫星导航']
002026,山东威达,['创投概念']
002027,分众传媒,['网络游戏' '体育概念' '准ST股']
002028,思源电气,['股权激励' '业绩预升' '新三板' '上海本地' '特斯拉' '物联网' '充电桩' '智能电网' '低碳经济']
002029,七 匹 狼,['股权激励' '基金重仓' 'O2O模式' '海峡西岸']
002030,达安基因,['基因芯片' '生物疫苗' '股权激励' '高校背景' '食品安全' '抗流感' '基因概念' '新三板' '基因测序']
002031,巨轮智能,['股权激励' '机器人概念' '智能机器' '业绩预升' '民营银行']
002032,苏 泊 尔,['股权激励' '外资背景']
002034,美 欣 达,['股权激励' '循环经济' '业绩预升' '污水处理']
002035,华帝股份,['太阳能' '新能源' '业绩预升']
002036,联创电子,['重组概念' '军工航天']
002038,双鹭药业,['生物疫苗' '融资融券' '基金重仓' '社保重仓' '民营医院' '抗癌' '新三板' '分拆上市']
002039,黔源电力,['准ST股']
002040,南 京 港,['海上丝路']
002041,登海种业,['融资融券' '生物育种' '生态农业' '业绩预升' '黄河三角']
002042,华孚色纺,['农村金融' '股权激励' '参股金融' '业绩预升']
002044,美年健康,['重组概念' '沿海发展' '卫星导航']
002045,国光电器,['锂电池' '触摸屏' '特斯拉']
002046,轴研科技,['重组概念' '军工航天' '整体上市' '铁路基建']
002047,宝鹰股份,['准ST股' '外资背景']
002048,宁波华翔,['碳纤维' '业绩预升' '汽车电子' '特斯拉']
002049,紫光国芯,['军工航天' '业绩预升' '券商重仓' '电子支付' '蓝宝石']
002050,三花智控,['太阳能']
002051,中工国际,['融资融券' 'QFII重仓' '基金重仓' '社保重仓' '国企改革' '污水处理' '水利建设']
002052,同洲电子,['体育概念' '业绩预升' '新三板' '卫星导航' '三网融合']
002053,云南能投,['重组概念']
002054,德美化工,['股权激励' '业绩预升' '创投概念' '新三板' '分拆上市']
002055,得润电子,['智能穿戴' '股权激励' '触摸屏' '汽车电子']
002056,横店东磁,['太阳能' '融资融券' '锂电池' '触摸屏' '业绩预升' '稀土永磁' '特斯拉' '低碳经济']
002057,中钢天源,['锂电池' '业绩预升' '稀土永磁' '皖江区域']
002058,威 尔 泰,['业绩预降' '智能电网' '核电核能']
002059,云南旅游,['业绩预升']
002060,粤 水 电,['风能概念' '新能源' '生物质能' '券商重仓' '粤港澳' '风能' '水利建设']
002061,*ST江化,['聚氨酯' '业绩预降' 'ST板块']
002062,宏润建设,['太阳能' '充电桩']
002063,远光软件,['股权激励' '基金重仓' '参股金融' '粤港澳' '云计算']
002064,华峰氨纶,['聚氨酯' '业绩预升' '民营银行']
002065,东华软件,['股权激励' '基金重仓' '军工航天' '国产软件' '云计算']
002067,景兴纸业,['土地流转' '新三板' '业绩预降']
002068,黑猫股份,['业绩预降']
002069,*ST獐岛,['融资融券' '生物育种' '股权激励' 'O2O模式' '水域改革' '业绩预降' 'ST板块']
002070,众和股份,['土地流转' '信托重仓' '涉矿概念' '锂电池' '海峡西岸']
002071,长城影视,['重组概念']
002072,凯瑞德,['博彩概念' '黄河三角']
002073,软控股份,['融资融券' '机器人概念' '智能机器' '智能交通' '自贸区' '保险重仓' '物联网' '日韩贸易' '东亚自贸']
002074,国轩高科,['重组概念' '新能源' '沿海发展' '锂电池' '充电桩' '智能电网']
002075,沙钢股份,['参股金融' '业绩预降' '民营银行']
002076,雪 莱 特,['节能环保' '业绩预升' '绿色照明' '充电桩' '空气治理' '低碳经济']
002077,大港股份,['太阳能' '重组概念' '新能源' '沿海发展' '军工航天' '锂电池' '新三板']
002078,太阳纸业,['股权激励']
002079,苏州固锝,['股权激励' '创投概念' '业绩预降' '物联网' '苹果概念']
002080,中材科技,['风能概念' '新能源' '锂电池' '风能']
002081,金 螳 螂,['融资融券' '装饰园林' '股权激励' '基金重仓' '社保重仓' 'O2O模式' '沿海发展' '体育概念']
002082,栋梁新材,['建筑节能']
002083,孚日股份,['太阳能' '新能源' '多晶硅' '业绩预升' '黄河三角' '低碳经济']
002084,海鸥卫浴,['股权激励' '地热能' '智能家居']
002085,万丰奥威,['锂电池']
002086,东方海洋,['生物育种' '信托重仓' '水域改革' '黄河三角']
002087,新野纺织,['农村金融' '土地流转' '参股金融']
002088,鲁阳节能,['节能环保' '节能' '建筑节能' '低碳经济']
002089,新 海 宜,['网络游戏' '农村金融' '股权激励' '参股金融' '军工航天' 'IPV6概念' '新三板' '宽带提速' '三网融合']
002090,金智科技,['股权激励' '安防服务' '参股金融' '智能电网']
002091,江苏国泰,['股权激励' '重组概念' '参股金融' '锂电池' '特斯拉' '金融参股' '分拆上市' '低碳经济']
002092,中泰化学,['融资融券' '节能环保' '社保重仓' '业绩预降' '石墨烯']
002093,国脉科技,['4G概念' '参股金融' '物联网' '云计算' '三网融合' '海峡西岸']
002094,青岛金王,['参股金融' '自贸区' '新三板' '日韩贸易' '东亚自贸' '金融参股']
002095,生 意 宝,['互联金融' '电商概念' 'IPV6概念' '电子支付' '新三板' '云计算']
002096,南岭民爆,['长株潭']
002097,山河智能,['军工航天' '智能机器' '业绩预升' '长株潭']
002098,浔兴股份,['股权激励' '参股金融' '体育概念' '业绩预升' '海峡西岸']
002099,海翔药业,['股权激励' '业绩预降']
002100,天康生物,['生物疫苗' '猪肉']
002101,广东鸿图,['重组概念' '特斯拉' '分拆上市']
002102,冠福股份,['黄金概念' '重组概念' '海峡西岸']
002104,恒宝股份,['4G概念' '电子支付' '物联网' '三网融合']
002105,信隆健康,['体育概念']
002106,莱宝高科,['融资融券' '社保重仓' '触摸屏' '业绩预降' '苹果概念']
002107,沃华医药,['抗流感' '创投概念' '黄河三角']
002108,沧州明珠,['参股金融' '锂电池' '京津冀']
002109,*ST兴化,['重组概念' '参股金融' '陕甘宁' '业绩预降' 'ST板块']
002110,三钢闽光,['重组概念' '海峡西岸']
002111,威海广泰,['节能环保' '参股金融' '军工航天' '券商重仓' '金融参股']
002112,三变科技,['农村金融' '参股金融' '准ST股' '智能电网']
002113,天润数娱,['业绩预降' '长株潭']
002115,三维通信,['4G概念' '业绩预降']
002116,中国海诚,['股权激励']
002117,东港股份,['股权激励' '博彩概念' '电子支付']
002118,紫鑫药业,['基因芯片' '图们江' '参股金融' '基因概念' '业绩预降' '基因测序']
002119,康强电子,['触摸屏' '电子支付']
002120,新海股份,['农村金融' '重组概念' '金融改革' '参股金融' '业绩预降']
002121,科陆电子,['太阳能' '股权激励' '安防服务' '锂电池' '新三板' '节能' '特斯拉' '物联网' '充电桩' '智能电网' '智能家居']
002122,天马股份,['风能概念' '智能机器' '业绩预降' '风能' '铁路基建']
002123,梦网荣信,['重组概念' '节能' '业绩预降' '充电桩' '智能电网' '分拆上市' '低碳经济']
002124,天邦股份,['股权激励' '循环经济' '生物燃料' '生物质能' '猪肉']
002125,湘潭电化,['涉矿概念' '污水处理' '长株潭']
002126,银轮股份,['股权激励' '金融改革' '业绩预升' '空气治理']
002127,南极电商,['重组概念']
002128,露天煤业,['社保重仓' '业绩预降']
002129,中环股份,['太阳能' '社保重仓' '新能源' '业绩预升' '新三板' '蓝宝石']
002130,沃尔核材,['节能环保' '股权激励' '超导概念' '新三板' '风能' '核电核能']
002131,利欧股份,['重组概念' '金融改革' '智能交通' '新三板' '水利建设']
002132,恒星科技,['太阳能' '农村金融']
002133,广宇集团,['金融改革']
002136,安 纳 达,['皖江区域']
002137,麦达数字,['新三板' '绿色照明']
002138,顺络电子,['前海概念' '股权激励' '电子支付']
002139,拓邦股份,['太阳能' '股权激励' '安防服务' '锂电池' '新三板' '节能' '物联网' '智能家居' '石墨烯']
002140,东华科技,['节能环保' '券商重仓' '污水处理' '皖江区域']
002142,宁波银行,['融资融券' 'QFII重仓']
002144,宏达高科,['新三板']
002145,中核钛白,['陕甘宁' '空气治理' '低碳经济']
002146,荣盛发展,['融资融券' '股权激励' '社保重仓' '京津冀']
002147,新光圆成,['农村金融' '股权激励' '重组概念' '机器人概念' '参股金融' '智能机器' '业绩预降' '皖江区域']
